CUSTOMER_ID,CHECK_ID,BANK_ACCOUNT_ID,AMOUNT,CREATE_DATE,USER_ID,CHECK_DATE,STATUS,SELL_RATE,BUY_RATE,POSTING_DATE,ENTITY_ID,DEPOSIT_ID,MARKED_FOR_PURGE,PAYMENT_METHOD,CURRENCY_ID,USER_EXCH_RATE,VOID_DATE,VOID_CLEARED_DATE
CA0017,"3352,3355,3356,",0136176577,61062.24,5/19/2009,SYSADM,5/19/2009,A,1,1,5/19/2009,GENIN,09,N,C,MEX$,N,,
TA0039,3363,0136176577,797.24,5/19/2009,SYSADM,5/19/2009,A,1,1,5/19/2009,GENIN,129,N,C,USD,N,,
TA0043,3393,0136176577,2458.47,5/20/2009,SYSADM,5/20/2009,A,1,1,5/20/2009,GENIN,00052,N,C,MEX$,N,,
TA0014,"3427,3435",0136176577,48642.7,5/20/2009,SYSADM,5/20/2009,A,1,1,5/20/2009,GENIN,28,N,C,MEX$,N,,
TA0042,3340,0136176577,3146.4,5/20/2009,SYSADM,5/20/2009,A,1,1,5/20/2009,GENIN,160,N,C,USD,N,,
TA0007,3365,0136176577,179372.4,5/22/2009,SYSADM,5/22/2009,A,1,1,5/22/2009,GENIN,VG-04,N,C,MEX$,N,,
CA0098,3445,0136176577,1050,5/26/2009,SYSADM,5/25/2009,A,1,1,5/26/2009,GENIN,00053,N,C,MEX$,N,,
TI0001,3361,0136176577,138286.93,5/27/2009,SYSADM,5/26/2009,A,1,1,5/27/2009,GENIN,16,N,C,MEX$,N,,
CA0017,"3366,3367,3368",0136176577,58026.24,5/27/2009,SYSADM,5/26/2009,A,1,1,5/27/2009,GENIN,09,N,C,MEX$,N,,
TA0016,3364,0136176577,9573.75,5/27/2009,SYSADM,5/26/2009,A,1,1,5/27/2009,GENIN,156,N,C,MEX$,N,,
CA0098,"3450,3451",0136176577,1905.12,5/27/2009,SYSADM,5/26/2009,A,1,1,5/27/2009,GENIN,00054,N,C,MEX$,N,,
CA0096,3449,0136176577,1066.28,5/27/2009,SYSADM,5/26/2009,A,1,1,5/27/2009,GENIN,00055,N,C,MEX$,N,,
GNRLES,04033,0136176577,3093.55,5/28/2009,SYSADM,5/27/2009,A,1,1,5/28/2009,GENIN,00056,N,C,MEX$,N,,
CA0086,3452,0136176577,5758.51,5/28/2009,SYSADM,5/27/2009,A,1,1,5/28/2009,GENIN,00057,N,C,MEX$,N,,
CA100,"3442,3443",0136176577,2310.35,5/28/2009,SYSADM,5/27/2009,A,1,1,5/28/2009,GENIN,00058,N,C,MEX$,N,,
CA0099,3461,0136176577,476.28,6/1/2009,SYSADM,5/29/2009,A,1,1,6/1/2009,GENIN,00059,N,C,MEX$,N,,
CA0073,3001,0136176577,1656.69,6/2/2009,SYSADM,6/1/2009,A,1,1,6/2/2009,GENIN,112,N,C,USD,N,,
TA0040,3384,0136176577,5538.4,6/2/2009,SYSADM,6/1/2009,A,1,1,6/2/2009,GENIN,164,N,C,MEX$,N,,
TA0006,3378,0136176577,3813.98,6/3/2009,SYSADM,6/1/2009,A,1,1,6/3/2009,GENIN,50,N,C,MEX$,N,,
TA0006,3379,0136176577,2277,6/3/2009,SYSADM,6/1/2009,A,1,1,6/3/2009,GENIN,50,N,C,USD,N,,
CA0098,3454,0136176577,2100,6/3/2009,SYSADM,6/1/2009,A,1,1,6/3/2009,GENIN,00060,N,C,MEX$,N,,
TA0016,3377,0136176577,19147.5,6/3/2009,SYSADM,6/1/2009,A,1,1,6/3/2009,GENIN,156,N,C,MEX$,N,,
TA0016,3372,0136176577,3263.7,6/3/2009,SYSADM,6/1/2009,A,1,1,6/3/2009,GENIN,156,N,C,USD,N,,
CA0017,"3381,3382",0136176577,35256.24,6/4/2009,SYSADM,6/4/2009,A,1,1,6/4/2009,GENIN,09,N,C,MEX$,N,,
CA0006,"3402,3405",0136176577,2934.8,6/4/2009,SYSADM,6/4/2009,A,1,1,6/4/2009,GENIN,01,N,C,USD,N,,
CA100,3466,0136176577,2640.4,6/4/2009,SYSADM,6/4/2009,A,1,1,6/4/2009,GENIN,00061,N,C,MEX$,N,,
CA0033,"3380,3391",0136176577,21369,6/4/2009,SYSADM,6/4/2009,A,1,1,6/4/2009,GENIN,42,N,C,MEX$,N,,
DA0027,2616,0136176577,7263.15,6/4/2009,SYSADM,6/4/2009,A,1,1,6/4/2009,GENIN,00062,N,C,MEX$,N,,
TA0043,3419,0136176577,2458.47,6/10/2009,SYSADM,6/8/2009,A,1,1,6/10/2009,GENIN,00063,N,C,MEX$,N,,
TA0016,3399,0136176577,427.5,6/10/2009,SYSADM,6/10/2009,A,1,1,6/10/2009,GENIN,156,N,C,USD,N,,
CA0083,3398,0136176577,11681.01,6/10/2009,SYSADM,6/10/2009,A,1,1,6/10/2009,GENIN,153,N,C,MEX$,N,,
CA0099,3483,0136176577,952.56,6/12/2009,SYSADM,6/12/2009,A,1,1,6/12/2009,GENIN,00064,N,C,MEX$,N,,
CA0017,"3404,3410",0136176577,26778.9,6/12/2009,SYSADM,6/12/2009,A,1,1,6/12/2009,GENIN,09,N,C,MEX$,N,,
CA0037,3480,0136176577,4709.25,6/12/2009,SYSADM,6/12/2009,A,1,1,6/12/2009,GENIN,VG-01,N,C,MEX$,N,,
TA0006,3386,0136176577,52.16,6/15/2009,SYSADM,6/15/2009,A,1,1,6/15/2009,GENIN,50,N,C,USD,N,,
TA0006,"3389,3390,3397",0136176577,15126.07,6/15/2009,SYSADM,6/15/2009,A,1,1,6/15/2009,GENIN,50,N,C,MEX$,N,,
TA0039,3422,0136176577,797.24,6/15/2009,SYSADM,6/15/2009,A,1,1,6/15/2009,GENIN,129,N,C,USD,N,,
TA0042,"3407,3448",0136176577,3448.28,6/15/2009,SYSADM,6/15/2009,A,1,1,6/15/2009,GENIN,160,N,C,USD,N,,
TI0001,3387,0136176577,138286.93,6/17/2009,SYSADM,6/16/2009,A,1,1,6/17/2009,GENIN,16,N,C,MEX$,N,,
TA0016,3420,0136176577,31912.5,6/17/2009,SYSADM,6/16/2009,A,1,1,6/17/2009,GENIN,156,N,C,MEX$,N,,
TA0014,"3458,3465",0136176577,50644.39,6/17/2009,SYSADM,6/16/2009,A,1,1,6/17/2009,GENIN,28,N,C,MEX$,N,,
CA0073,3423,0136176577,327.52,6/17/2009,SYSADM,6/16/2009,A,1,1,6/17/2009,GENIN,112,N,C,USD,N,,
CA0029,3484,0136176577,823.4,6/17/2009,SYSADM,6/17/2009,A,1,1,6/17/2009,GENIN,00065,N,C,MEX$,N,,
CA0033,3424,0136176577,7530,6/17/2009,SYSADM,6/17/2009,A,1,1,6/17/2009,GENIN,42,N,C,MEX$,N,,
TA0001,3334,0136176577,60000,6/18/2009,SYSADM,6/17/2009,A,1,1,6/18/2009,GENIN,26,N,C,MEX$,N,,
CA0017,3416,0136176577,18975,6/18/2009,SYSADM,6/17/2009,A,1,1,6/18/2009,GENIN,09,N,C,MEX$,N,,
TA0008,3492,0136176577,388.13,6/18/2009,SYSADM,6/2/2009,A,1,1,6/18/2009,GENIN,15,N,C,USD,N,,
GNRLES,04087,0136176577,6257.41,6/22/2009,SYSADM,6/22/2009,A,1,1,6/22/2009,GENIN,00066,N,C,MEX$,N,,
TA0046,3370,0136176577,656.94,6/22/2009,SYSADM,6/22/2009,A,1,1,6/22/2009,GENIN,00067,N,C,USD,N,,
TA0006,"3409,3412",0136176577,7538.48,6/22/2009,SYSADM,6/22/2009,A,1,1,6/22/2009,GENIN,00068,N,C,MEX$,N,,
TA0016,3428,0136176577,841.8,6/24/2009,SYSADM,6/24/2009,A,1,1,6/24/2009,GENIN,156,N,C,USD,N,,
GNRLES,4066,0136176577,4427.5,6/24/2009,SYSADM,5/18/2009,A,1,1,6/24/2009,GENIN,00069,N,C,MEX$,N,,
CA0017,"3417,3432",0136176577,26778.9,6/25/2009,SYSADM,6/24/2009,A,1,1,6/25/2009,GENIN,09,N,C,MEX$,N,,
TA0043,"3438, 3455",0136176577,4916.94,6/25/2009,SYSADM,6/24/2009,A,1,1,6/25/2009,GENIN,159,N,C,MEX$,N,,
TA0001,3345,0136176577,15309,6/25/2009,SYSADM,6/24/2009,A,1,1,6/25/2009,GENIN,26,N,C,MEX$,N,,
DA0028,3499,0136176577,6906.9,6/25/2009,SYSADM,6/25/2009,A,1,1,6/25/2009,GENIN,168,N,C,MEX$,N,,
TA0041,3502,0136176577,1891.75,6/25/2009,SYSADM,6/24/2009,A,1,1,6/25/2009,GENIN,158,N,C,USD,N,,
TA0043,3474,0136176577,2458.47,6/29/2009,SYSADM,6/26/2009,A,1,1,6/29/2009,GENIN,159,N,C,MEX$,N,,
CA0033,3429,0136176577,13869,6/29/2009,SYSADM,6/26/2009,A,1,1,6/29/2009,GENIN,42,N,C,MEX$,N,,
TI0001,"3437,3440",0136176577,337697.5,7/1/2009,SYSADM,6/30/2009,A,1,1,7/1/2009,GENIN,16,N,C,MEX$,N,,
TI0001,3431,0136176577,138286.93,7/1/2009,SYSADM,6/30/2009,A,1,1,7/1/2009,GENIN,16,N,C,MEX$,N,,
CA0017,"3433,3446,3447",0136176577,34582.8,7/1/2009,SYSADM,6/30/2009,A,1,1,7/1/2009,GENIN,09,N,C,MEX$,N,,
TA0016,"3439,3441,3444",0136176577,6500.81,7/1/2009,SYSADM,6/30/2009,A,1,1,7/1/2009,GENIN,156,N,C,USD,N,,
CA100,"3493,3494",0136176577,2640.4,7/1/2009,SYSADM,6/30/2009,A,1,1,7/1/2009,GENIN,00070,N,C,MEX$,N,,
TA0001,3346,0136176577,15309,7/2/2009,SYSADM,7/2/2009,A,1,1,7/2/2009,GENIN,26,N,C,MEX$,N,,
CA0079,3519,0136176577,686.75,7/2/2009,SYSADM,7/2/2009,A,1,1,7/2/2009,GENIN,00071,N,C,MEX$,N,,
TA0006,3434,0136176577,208.66,7/2/2009,SYSADM,7/2/2009,A,1,1,7/2/2009,GENIN,50,N,C,USD,N,,
TA0040,3467,0136176577,22153.6,7/6/2009,SYSADM,7/3/2009,A,1,1,7/6/2009,GENIN,164,N,C,MEX$,N,,
TA0006,3459,0136176577,3813.98,7/8/2009,SYSADM,7/7/2009,A,1,1,7/8/2009,GENIN,50,N,C,MEX$,N,,
TA0006,3460,0136176577,26.08,7/8/2009,SYSADM,7/7/2009,A,1,1,7/8/2009,GENIN,50,N,C,USD,N,,
CA0096,3523,0136176577,1066.28,7/8/2009,SYSADM,7/7/2009,A,1,1,7/8/2009,GENIN,00072,N,C,MEX$,N,,
TA0016,3453,0136176577,12765,7/8/2009,SYSADM,7/7/2009,A,1,1,7/8/2009,GENIN,156,N,C,MEX$,N,,
TA0009,3522,0136176577,934.38,7/8/2009,SYSADM,7/2/2009,A,1,1,7/8/2009,GENIN,00073,N,C,USD,N,,
TA0048,3529,0136176577,1224.75,7/8/2009,SYSADM,6/22/2009,A,1,1,7/8/2009,GENIN,00074,N,C,USD,N,,
DA0028,3530,0136176577,6906.9,7/10/2009,SYSADM,7/9/2009,A,1,1,7/10/2009,GENIN,168,N,C,MEX$,N,,
CA0017,3464,0136176577,7728,7/10/2009,SYSADM,7/9/2009,A,1,1,7/10/2009,GENIN,09,N,C,MEX$,N,,
TA0001,3425,0136176577,3698.4,7/14/2009,SYSADM,7/10/2009,A,1,1,7/14/2009,GENIN,26,N,C,MEX$,N,,
TA0043,3488,0136176577,2458.47,7/14/2009,SYSADM,7/10/2009,A,1,1,7/14/2009,GENIN,00075,N,C,MEX$,N,,
CA0100,3531,0136176577,26.08,7/14/2009,SYSADM,7/10/2009,A,1,1,7/14/2009,GENIN,00076,N,C,USD,N,,
TA0014,3527,0136176577,1259.25,7/14/2009,SYSADM,7/10/2009,A,1,1,7/14/2009,GENIN,28,N,C,USD,N,,
CA0101,3540,0136176577,2002.56,7/14/2009,SYSADM,7/1/2009,A,1,1,7/14/2009,GENIN,00077,N,C,MEX$,N,,
CA0033,3481,0136176577,8085.42,7/15/2009,SYSADM,7/15/2009,A,1,1,7/15/2009,GENIN,42,N,C,MEX$,N,,
CA0073,3470,0136176577,327.52,7/15/2009,SYSADM,7/15/2009,A,1,1,7/15/2009,GENIN,112,N,C,USD,N,,
TI0001,3462,0136176577,98571.1,7/15/2009,SYSADM,7/15/2009,A,1,1,7/15/2009,GENIN,16,N,C,MEX$,N,,
CA0017,3468,0136176577,2924.22,7/16/2009,SYSADM,7/15/2009,A,1,1,7/16/2009,GENIN,09,N,C,USD,N,,
CA0017,"3471,3485",0136176577,15456,7/16/2009,SYSADM,7/15/2009,A,1,1,7/16/2009,GENIN,09,N,C,MEX$,N,,
CA0083,"3456,3463",0136176577,15267.29,7/16/2009,SYSADM,7/15/2009,A,1,1,7/16/2009,GENIN,153,N,C,MEX$,N,,
TA0006,3475,0136176577,2277,7/17/2009,SYSADM,7/17/2009,A,1,1,7/17/2009,GENIN,50,N,C,USD,N,,
TA0006,3476,0136176577,6154.8,7/17/2009,SYSADM,7/17/2009,A,1,1,7/17/2009,GENIN,50,N,C,MEX$,N,,
TA0006,3477,0136176577,208.66,7/17/2009,SYSADM,7/17/2009,A,1,1,7/17/2009,GENIN,50,N,C,USD,N,,
CA100,3520,0136176577,2640.4,7/17/2009,SYSADM,7/17/2009,A,1,1,7/17/2009,GENIN,00078,N,C,MEX$,N,,
CA100,"3547,3548",0136176577,2640.4,7/17/2009,SYSADM,7/17/2009,A,1,1,7/17/2009,GENIN,00079,N,C,MEX$,N,,
TA0006,3486,0136176577,2539.94,7/21/2009,SYSADM,7/21/2009,A,1,1,7/21/2009,GENIN,50,N,C,MEX$,N,,
TA0016,3472,0136176577,12765,7/21/2009,SYSADM,7/21/2009,A,1,1,7/21/2009,GENIN,156,N,C,MEX$,N,,
TA0016,04110,0136176577,4242.81,7/21/2009,SYSADM,7/21/2009,A,1,1,7/21/2009,GENIN,156,N,C,USD,N,,
CA0033,3482,0136176577,8321.4,7/21/2009,SYSADM,7/21/2009,A,1,1,7/21/2009,GENIN,42,N,C,MEX$,N,,
CA0037,3553,0136176577,4709.25,7/22/2009,SYSADM,7/22/2009,A,1,1,7/22/2009,GENIN,VG-01,N,C,MEX$,N,,
TA0007,3478,0136176577,61582.5,7/22/2009,SYSADM,7/22/2009,A,1,1,7/22/2009,GENIN,VG-04,N,C,MEX$,N,,
TA0014,3545,0136176577,1546.75,7/22/2009,SYSADM,7/22/2009,A,1,1,7/22/2009,GENIN,28,N,C,USD,N,,
CA0008,3557,0136176577,3472.31,7/24/2009,SYSADM,7/21/2009,A,1,1,7/24/2009,GENIN,00080,N,C,MEX$,N,,
CA0053,3558,0136176577,4236.46,7/24/2009,SYSADM,7/16/2009,A,1,1,7/24/2009,GENIN,00081,N,C,MEX$,N,,
CA0017,3497,0136176577,7728,7/24/2009,SYSADM,7/24/2009,A,1,1,7/24/2009,GENIN,09,N,C,MEX$,N,,
CA0017,04142,0136176577,925.75,7/24/2009,SYSADM,7/24/2009,A,1,1,7/24/2009,GENIN,09,N,C,USD,N,,
CA0017,04143,0136176577,925.75,7/24/2009,SYSADM,7/24/2009,A,1,1,7/24/2009,GENIN,09,N,C,USD,N,,
TA0043,3507,0136176577,2458.47,7/29/2009,SYSADM,7/27/2009,A,1,1,7/29/2009,GENIN,159,N,C,MEX$,N,,
TA0006,3491,0136176577,5229.28,7/29/2009,SYSADM,7/28/2009,A,1,1,7/29/2009,GENIN,50,N,C,MEX$,N,,
TA0016,3495,0136176577,5692.5,7/29/2009,SYSADM,7/29/2009,A,1,1,7/29/2009,GENIN,156,N,C,MEX$,N,,
CA0017,3514,0136176577,7728,7/29/2009,SYSADM,7/29/2009,A,1,1,7/29/2009,GENIN,09,N,C,MEX$,N,,
CA0017,"4144,4152",0136176577,1851.5,7/29/2009,SYSADM,7/29/2009,A,1,1,7/29/2009,GENIN,09,N,C,USD,N,,
CA0033,"3498,3500",0136176577,11952.26,7/30/2009,SYSADM,7/30/2009,A,1,1,7/30/2009,GENIN,42,N,C,MEX$,N,,
CA0017,3516,0136176577,740.6,7/30/2009,SYSADM,7/30/2009,A,1,1,7/30/2009,GENIN,09,N,C,USD,N,,
CA0017,3524,0136176577,7728,7/30/2009,SYSADM,7/30/2009,A,1,1,7/30/2009,GENIN,09,N,C,MEX$,N,,
CA0102,3569,0136176577,2002.56,8/4/2009,SYSADM,8/3/2009,A,1,1,8/4/2009,GENIN,00082,N,C,MEX$,N,,
TA0039,3518,0136176577,797.24,8/4/2009,SYSADM,8/3/2009,A,1,1,8/4/2009,GENIN,129,N,C,USD,N,,
CA0006,3469,0136176577,14766,8/4/2009,SYSADM,8/3/2009,A,1,1,8/4/2009,GENIN,01,N,C,USD,N,,
TA0006,3513,0136176577,6154.8,8/4/2009,SYSADM,8/3/2009,A,1,1,8/4/2009,GENIN,50,N,C,MEX$,N,,
TA0016,3483,0136176577,855,8/4/2009,SYSADM,6/30/2009,A,1,1,6/30/2009,GENIN,156,N,C,USD,N,,
TI0001,3490,0136176577,152132.93,8/5/2009,SYSADM,8/4/2009,A,1,1,8/5/2009,GENIN,16,N,C,MEX$,N,,
TA0043,3525,0136176577,2458.47,8/5/2009,SYSADM,8/4/2009,A,1,1,8/5/2009,GENIN,159,N,C,MEX$,N,,
GNRLES,04124,0136176577,3163.86,8/5/2009,SYSADM,8/4/2009,A,1,1,8/5/2009,GENIN,00083,N,C,MEX$,N,,
DA0028,3574,0136176577,6906.9,8/6/2009,SYSADM,8/5/2009,A,1,1,8/6/2009,GENIN,168,N,C,MEX$,N,,
CA0017,3533,0136176577,925.75,8/6/2009,SYSADM,8/5/2009,A,1,1,8/6/2009,GENIN,09,N,C,USD,N,,
CA0103,3579,0136176577,782,8/10/2009,SYSADM,8/7/2009,A,1,1,8/10/2009,GENIN,00084,N,C,MEX$,N,,
TA0007,3510,0136176577,156616.2,8/10/2009,SYSADM,8/10/2009,A,1,1,8/10/2009,GENIN,VG-04,N,C,MEX$,N,,
TA0016,3501,0136176577,427.5,8/12/2009,SYSADM,8/12/2009,A,1,1,8/12/2009,GENIN,156,N,C,USD,N,,
CA0033,3521,0136176577,11095.2,8/12/2009,SYSADM,8/12/2009,A,1,1,8/12/2009,GENIN,42,N,C,MEX$,N,,
CA0017,3536,0136176577,925.75,8/13/2009,SYSADM,8/13/2009,A,1,1,8/13/2009,GENIN,09,N,C,USD,N,,
CA0017,3537,0136176577,7728,8/13/2009,SYSADM,8/13/2009,A,1,1,8/13/2009,GENIN,09,N,C,MEX$,N,,
TA0043,3544,0136176577,2458.47,8/14/2009,SYSADM,8/14/2009,A,1,1,8/14/2009,GENIN,159,N,C,MEX$,N,,
TA0043,3563,0136176577,2458.47,8/14/2009,SYSADM,8/14/2009,A,1,1,8/14/2009,GENIN,105,N,C,MEX$,N,,
TA0042,3528,0136176577,786.6,8/14/2009,SYSADM,8/14/2009,A,1,1,8/14/2009,GENIN,160,N,C,USD,N,,
CA0104,3594,0136176577,1276.5,8/18/2009,SYSADM,8/18/2009,A,1,1,8/18/2009,GENIN,00085,N,C,MEX$,N,,
TI0001,3512,0136176577,252965.21,8/18/2009,SYSADM,8/18/2009,A,1,1,8/18/2009,GENIN,16,N,C,MEX$,N,,
TA0016,3496,0136176577,1403,8/19/2009,SYSADM,8/18/2009,A,1,1,8/19/2009,GENIN,156,N,C,USD,N,,
CA100,3572,0136176577,2640.4,8/20/2009,SYSADM,8/10/2009,A,1,1,8/20/2009,GENIN,00086,N,C,MEX$,N,,
CA0017,3549,0136176577,7728,8/20/2009,SYSADM,8/19/2009,A,1,1,8/20/2009,GENIN,09,N,C,MEX$,N,,
TA0043,3576,0136176577,2458.47,8/21/2009,SYSADM,8/21/2009,A,1,1,8/21/2009,GENIN,159,N,C,MEX$,N,,
CA0102,3602,0136176577,2002.56,8/26/2009,SYSADM,8/24/2009,A,1,1,8/26/2009,GENIN,00087,N,C,MEX$,N,,
CA0006,3503,0136176577,1955,8/26/2009,SYSADM,8/24/2009,A,1,1,8/26/2009,GENIN,01,N,C,USD,N,,
TA0006,"3541,3551",0136176577,156.49,8/26/2009,SYSADM,8/24/2009,A,1,1,8/26/2009,GENIN,50,N,C,USD,N,,
CA100,"3595,3596",0136176577,3300.5,8/26/2009,SYSADM,8/24/2009,A,1,1,8/26/2009,GENIN,00088,N,C,MEX$,N,,
TA0016,3538,0136176577,19147.5,8/26/2009,SYSADM,8/26/2009,A,1,1,8/26/2009,GENIN,156,N,C,MEX$,N,,
TA0016,3539,0136176577,427.5,8/26/2009,SYSADM,8/26/2009,A,1,1,8/26/2009,GENIN,156,N,C,USD,N,,
CA0087,3609,0136176577,1138.5,8/26/2009,SYSADM,8/26/2009,A,1,1,8/26/2009,GENIN,00089,N,C,MEX$,N,,
GNRLES,04163,0136176577,3726.32,8/26/2009,SYSADM,8/26/2009,A,1,1,8/26/2009,GENIN,00090,N,C,MEX$,N,,
TA0014,"3568,3573",0136176577,19625.5,8/26/2009,SYSADM,8/26/2009,A,1,1,8/26/2009,GENIN,28,N,C,MEX$,N,,
TA0014,3573,0136176577,0.4,8/26/2009,SYSADM,8/26/2009,A,1,1,8/26/2009,GENIN,00091,N,C,MEX$,N,,
CA0083,3578,0136176577,11681.01,8/26/2009,SYSADM,8/26/2009,A,1,1,8/26/2009,GENIN,00092,N,C,MEX$,N,,
CA0017,3550,0136176577,925.75,8/26/2009,SYSADM,8/26/2009,A,1,1,8/26/2009,GENIN,09,N,C,USD,N,,
CA0096,3600,0136176577,2198.57,8/26/2009,SYSADM,8/26/2009,A,1,1,8/26/2009,GENIN,00093,N,C,MEX$,N,,
TA0008,3612,0136176577,5015.15,8/31/2009,SYSADM,8/11/2009,A,1,1,8/31/2009,GENIN,15,N,C,MEX$,N,,
CA0105,3607,0136176577,770.5,8/31/2009,SYSADM,8/28/2009,A,1,1,8/28/2009,GENIN,00094,N,C,MEX$,N,,
TA0006,3555,0136176577,7843.92,9/4/2009,SYSADM,9/1/2009,A,1,1,9/4/2009,GENIN,50,N,C,MEX$,N,,
TA0016,3556,0136176577,1897.5,9/4/2009,SYSADM,9/1/2009,A,1,1,9/4/2009,GENIN,156,N,C,MEX$,N,,
CA0033,3564,0136176577,11095.2,9/7/2009,SYSADM,9/2/2009,A,1,1,9/7/2009,GENIN,42,N,C,MEX$,N,,
CA0017,3560,0136176577,925.75,9/7/2009,SYSADM,9/3/2009,A,1,1,9/7/2009,GENIN,09,N,C,MEX$,N,,
CA0017,3561,0136176577,7728,9/7/2009,SYSADM,9/3/2009,A,1,1,9/7/2009,GENIN,09,N,C,MEX$,N,,
TA0006,3567,0136176577,6154.8,9/9/2009,SYSADM,9/8/2009,A,1,1,9/9/2009,GENIN,50,N,C,MEX$,N,,
DA0028,3621,0136176577,6906.9,9/9/2009,SYSADM,9/8/2009,A,1,1,9/9/2009,GENIN,168,N,C,MEX$,N,,
TA0007,3565,0136176577,156616.2,9/9/2009,SYSADM,9/8/2009,A,1,1,9/9/2009,GENIN,VG-04,N,C,MEX$,N,,
CA0037,3631,0136176577,4709.25,9/9/2009,SYSADM,9/8/2009,A,1,1,9/9/2009,GENIN,VG-01,N,C,MEX$,N,,
CA0098,3627,0136176577,2002.56,9/9/2009,SYSADM,9/8/2009,A,1,1,9/9/2009,GENIN,00095,N,C,MEX$,N,,
CA0104,3626,0136176577,3829.5,9/9/2009,SYSADM,9/8/2009,A,1,1,9/9/2009,GENIN,00096,N,C,MEX$,N,,
TI0001,"3546,3552",0136176577,334684.39,9/14/2009,SYSADM,9/8/2009,A,1,1,9/14/2009,GENIN,16,N,C,MEX$,N,,
CA0017,3571,0136176577,7728,9/14/2009,SYSADM,9/8/2009,A,1,1,9/14/2009,GENIN,09,N,C,MEX$,N,,
CA0089,3633,0136176577,2002.56,9/14/2009,SYSADM,9/8/2009,A,1,1,9/14/2009,GENIN,00097,N,C,MEX$,N,,
TA0043,3590,0136176577,2458.47,9/14/2009,SYSADM,9/11/2009,A,1,1,9/14/2009,GENIN,159,N,C,MEX$,N,,
CA0033,"3580,3581",0136176577,10273.8,9/14/2009,SYSADM,9/11/2009,A,1,1,9/14/2009,GENIN,42,N,C,MEX$,N,,
CA0006,3559,0136176577,1955,9/15/2009,SYSADM,9/14/2009,A,1,1,9/15/2009,GENIN,01,N,C,USD,N,,
TA0039,3582,0136176577,797.24,9/15/2009,SYSADM,9/14/2009,A,1,1,9/15/2009,GENIN,129,N,C,USD,N,,
TA0006,3588,0136176577,6154.8,9/15/2009,SYSADM,9/14/2009,A,1,1,9/15/2009,GENIN,50,N,C,MEX$,N,,
CA0033,3586,0136176577,13869,9/17/2009,SYSADM,9/15/2009,A,1,1,9/17/2009,GENIN,42,N,C,MEX$,N,,
TA0016,3575,0136176577,342,9/17/2009,SYSADM,9/15/2009,A,1,1,9/17/2009,GENIN,156,N,C,USD,N,,
CA0017,3585,0136176577,7728,9/17/2009,SYSADM,9/17/2009,A,1,1,9/17/2009,GENIN,09,N,C,MEX$,N,,
TI0001,3554,0136176577,114643.27,9/21/2009,SYSADM,9/18/2009,A,1,1,9/21/2009,GENIN,16,N,C,MEX$,N,,
TA0014,3608,0136176577,963.24,9/21/2009,SYSADM,9/18/2009,A,1,1,9/21/2009,GENIN,28,N,C,USD,N,,
TI0001,3570,0136176577,264419.16,9/24/2009,SYSADM,9/22/2009,A,1,1,9/24/2009,GENIN,16,N,C,MEX$,N,,
TA0016,3562,0136176577,3263.7,9/24/2009,SYSADM,9/22/2009,A,1,1,9/24/2009,GENIN,156,N,C,USD,N,,
TA0016,3577,0136176577,19147.5,9/24/2009,SYSADM,9/22/2009,A,1,1,9/24/2009,GENIN,156,N,C,MEX$,N,,
TA0007,3589,0136176577,61582.5,9/24/2009,SYSADM,9/22/2009,A,1,1,9/24/2009,GENIN,VG-04,N,C,MEX$,N,,
CA0033,3598,0136176577,7500,9/24/2009,SYSADM,9/22/2009,A,1,1,9/24/2009,GENIN,42,N,C,MEX$,N,,
CA0017,3593,0136176577,7728,9/28/2009,SYSADM,9/24/2009,A,1,1,9/28/2009,GENIN,09,N,C,MEX$,N,,
TA0014,3611,0136176577,3052.1,9/28/2009,SYSADM,9/24/2009,A,1,1,9/28/2009,GENIN,00098,N,C,MEX$,N,,
TA0043,3601,0136176577,2458.47,9/28/2009,SYSADM,9/25/2009,A,1,1,9/28/2009,GENIN,159,N,C,MEX$,N,,
TA0016,3599,0136176577,3795,9/30/2009,SYSADM,9/29/2009,A,1,1,9/30/2009,GENIN,156,N,C,MEX$,N,,
TA0014,3637,0136176577,1891.75,9/30/2009,SYSADM,9/29/2009,A,1,1,9/30/2009,GENIN,28,N,C,USD,N,,
TA0042,"3591,3613",0136176577,3448.28,10/1/2009,SYSADM,9/30/2009,A,1,1,10/1/2009,GENIN,160,N,C,USD,N,,
DA0028,3654,0136176577,6906.9,10/1/2009,SYSADM,9/30/2009,A,1,1,10/1/2009,GENIN,168,N,C,MEX$,N,,
CA0017,3605,0136176577,7728,10/1/2009,SYSADM,9/30/2009,A,1,1,10/1/2009,GENIN,09,N,C,MEX$,N,,
CA0004,3604,0136176577,1552.5,10/1/2009,SYSADM,9/30/2009,A,1,1,10/1/2009,GENIN,163,N,C,USD,N,,
TA0042,3511 y NC0101,0136176577,3146.4,10/2/2009,SYSADM,7/31/2009,A,1,1,7/31/2009,GENIN,160,N,C,USD,N,,
CA0073,3592 y NC0102,0136176577,0,10/2/2009,SYSADM,8/14/2009,A,1,1,8/14/2009,GENIN,112,N,C,USD,N,,
CA100,3630,0136176577,3300.5,10/2/2009,SYSADM,9/17/2009,A,1,1,9/17/2009,GENIN,00099,N,C,MEX$,N,,
TA0001,3583,0136176577,1849.2,10/6/2009,SYSADM,10/1/2009,A,1,1,10/6/2009,GENIN,26,N,C,MEX$,N,,
