CUST_ORDER_ID,LINE_NO,PART_ID,CUSTOMER_PART_ID,UNIT_PRICE,WIP_VAS_UNIT_PRICE,ACCEPT_EARLY,DAYS_EARLY,ORDER_TYPE,LINE_STATUS,ORDER_QTY,USER_ORDER_QTY,SELLING_UM,DESIRED_SHIP_DATE,HTS_CODE,TRADE_DISC_PERCENT,EST_FREIGHT,COMMISSION_PCT,SALES_TAX_GROUP_ID,MISC_REFERENCE,PRODUCT_CODE,COMMODITY_CODE,DRAWING_ID,DRAWING_REV_NO,GL_REVENUE_ACCT_ID,MAT_GL_ACCT_ID,LAB_GL_ACCT_ID,BUR_GL_ACCT_ID,SER_GL_ACCT_ID,LAST_SHIPPED_DATE,TOTAL_ACT_FREIGHT,TOTAL_SHIPPED_QTY,TOTAL_USR_SHIP_QTY,TOTAL_AMT_SHIPPED,TOTAL_AMT_ORDERED,PROMISE_DATE,SERVICE_CHARGE_ID,PIECE_COUNT,LENGTH,WIDTH,HEIGHT,DIMENSIONS_UM,VAT_CODE,EDI_BLANKET_QTY,EDI_BLANKET_USRQTY,EDI_ACCUM_QTY_REL,EDI_ACCUM_USR_REL,EDI_ACCUM_QTY_REC,EDI_ACCUM_USR_REC,EDI_LAST_REC_DATE,EDI_RELEASE_NO,EDI_RELEASE_DATE,EDI_QTY_RELEASED,EDI_USR_QTY_REL,EDI_REQ_REL_DATE,SHIPTO_ID,WAREHOUSE_ID,ORIG_COUNTRY_ID,TYPE,ALLOCATED_QTY,FULFILLED_QTY,EDI_ACCUM_FAB_QTY,EDI_ACCUM_RAW_QTY,EDI_LAST_SHIPDATE,EDI_ACCUM_SHIP_QTY,ACK_ID,EDI_ACCUM_SHIP_ADJ,USER_1,USER_2,USER_3,USER_4,USER_5,USER_6,USER_7,USER_8,USER_9,USER_10,UDF_LAYOUT_ID,SEND_ACK,VAT_CATEGORY,ITA_SPECIAL_CHARGE
P01820,1,591132,,29.82,0,Y,9999,,A,15,345,KG,,,0,0,,,DULCE DE FRESA HPM071,DULCES,,,,,,,,,18-Jun-07,0,15,345,10287.9,10287.9,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P01821,1,591140,,3.11,0,Y,9999,,A,20,460,KG,,,0,0,,,DULCE DE FRAMBUESA  HPMO78,DULCES,,,,,,,,,18-Jun-07,0,20,460,1430.6,1430.6,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P01822,1,591158,220267,3.2,0,Y,9999,,A,30,690,KG,,,0,0,,,DULCE DE MORA AZUL HPM079,DULCES,,,,,,,,,20-Jun-07,0,30,690,2208,2208,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-RF,,,0,0,,,,,,,,,,,,,,,,,,,,
P01822,2,591140,,3.28,0,Y,9999,,A,30,690,KG,,,0,0,,,DULCE DE FRAMBUESA  HPMO78,DULCES,,,,,,,,,20-Jun-07,0,30,690,2263.2,2263.2,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-RF,,,0,0,,,,,,,,,,,,,,,,,,,,
P01823,1,51677,51677,37.1,0,Y,9999,,A,4060,4060,KG,,,0,0,,,VEGETAROME 2900 S/P 35 KG.,PROTEINAS,,,,,,,,,20-Jun-07,0,4060,4060,150626,150626,,,,,,,,IVA,,,,,,,,,,,,,,ALM-RF,,,0,0,,,,,,,,,,,,,,,,,,,,
P01824,1,VB0120025,VB0120025,299.56996,0,Y,9999,,A,20,20,KG,,,0,0,,,MALTOL,SABORES,,,,,,,,,21-Jun-07,0,20,20,5991.4,5991.4,,,,,,,,IVA,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P01824,2,,,105.817374,0,Y,9999,,A,1,1,,,,0,0,0,,FLETE MEXICO - MONTERREY,FLETES,,,,5000-000-001,,,,,21-Jun-07,0,1,1,105.82,105.82,,FLMXMT,,,,,,IVA,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
P01825,1,591140,,3.11,0,Y,9999,,A,20,460,KG,,,0,0,,,DULCE DE FRAMBUESA  HPMO78,DULCES,,,,,,,,,22-Jun-07,0,20,460,1430.6,1430.6,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-RF,,,0,0,,,,,,,,,,,,,,,,,,,,
P01826,1,591041,,30.62,0,Y,9999,,A,9,207,KG,,,0,0,,,DULCE DE PASTEL DE QUESO HPM002,DULCES,,,,,,,,,22-Jun-07,0,9,207,6338.34,6338.34,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P01826,2,591041,,30.62,0,Y,9999,,A,6,138,KG,,,0,0,,,DULCE DE PASTEL DE QUESO HPM002,DULCES,,,,,,,,,22-Jun-07,0,6,138,4225.56,4225.56,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-RF,,,0,0,,,,,,,,,,,,,,,,,,,,
P01827,1,506493,,744.54,0,Y,9999,,A,50,50,KG,,,0,0,,,NARANJA SABORIZANTE 997246M,SABORES,,,,,,,,,28-Jun-07,0,50,50,37227,37227,,,,,,,,IVA,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P01828,1,591140,,3.11,0,Y,9999,,A,17,391,KG,,,0,0,,,DULCE DE FRAMBUESA  HPMO78,DULCES,,,,,,,,,25-Jun-07,0,17,391,1216.01,1216.01,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-RF,,,0,0,,,,,,,,,,,,,,,,,,,,
P01829,1,591041,,30.62,0,Y,9999,,A,15,345,KG,,,0,0,,,DULCE DE PASTEL DE QUESO HPM002,DULCES,,,,,,,,,25-Jun-07,0,15,345,10563.9,10563.9,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-RF,,,0,0,,,,,,,,,,,,,,,,,,,,
P01830,1,591132,,29.82,0,Y,9999,,A,15,345,KG,,,0,0,,,DULCE DE FRESA HPM071,DULCES,,,,,,,,,25-Jun-07,0,15,345,10287.9,10287.9,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P01831,1,591067,,30.83,0,Y,9999,,A,15,345,KG,,,0,0,,,DULCE DE CHOCOLATE HPM022,DULCES,,,,,,,,,25-Jun-07,0,15,345,10636.35,10636.35,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-RF,,,0,0,,,,,,,,,,,,,,,,,,,,
P01828,2,591140,,3.11,0,Y,9999,,A,3,69,KG,,,0,0,,,DULCE DE FRAMBUESA  HPMO78,DULCES,,,,,,,,,25-Jun-07,0,3,69,214.59,214.59,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P01832,1,24026,,34.74,0,Y,9999,,A,120,120,KG,,,0,0,,,PVH M S/A S/P 30 KG,PVH,,,,,,,,,25-Jun-07,0,120,120,4168.8,4168.8,,,,,,,,IVA,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P01833,1,24026,,34.25,0,Y,9999,,A,3510,3510,KG,,,0,0,,,PVH M S/A S/P 30 KG,PVH,,,,,,,,,29-Jun-07,0,3510,3510,120217.5,120217.5,,,,,,,,IVA,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P01834,1,24515,,125.52,0,Y,9999,,A,22.68,22.68,KG,,,0,0,,,DELTAROME 2102,SABORES,,,,,,,,,25-Jun-07,0,22.68,22.68,2846.79,2846.79,,,,,,,,IVA,,,,,,,,,,,,,,SENSIENT,,,0,0,,,,,,,,,,,,,,,,,,,,
P01834,2,24026,,37.64,0,Y,9999,,A,90,90,KG,,,0,0,,,PVH M S/A S/P 30 KG,PVH,,,,,,,,,25-Jun-07,0,90,90,3387.6,3387.6,,,,,,,,IVA,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P01835,1,24026,,40.75,0,Y,9999,,A,90,90,KG,,,0,0,,,PVH M S/A S/P 30 KG,PVH,,,,,,,,,29-Jun-07,0,90,90,3667.5,3667.5,,,,,,,,IVA,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
ERR-CAPTURA,1,25870,,0,0,Y,9999,,A,68.04,68.04,KG,,,0,0,,,HARINA DE SOYA RELECITINADA,HARINA,,,,,,,,,31-Jan-07,0,68.04,68.04,0,0,,,,,,,,,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P01836,1,25866,,10.6,0,Y,9999,,A,5511.24,5511.24,KG,,,0,0,,,HARINA SOYA DESG. S/P 22.68 KG,HARINA,,,,,,,,,28-Jun-07,0,5511.24,5511.24,58419.14,58419.14,,,,,,,,IVA0,,,,,,,,,,,,,,SENSIENT,,,0,0,,,,,,,,,,,,,,,,,,,,
P01837,1,23580,,28.45,0,Y,9999,,A,40,40,KG,,,0,0,,,PVH 448,PVH,,,,,,,,,29-Jun-07,0,40,40,1138,1138,,,,,,,,IVA,,,,,,,,,,,,,,ALM-RF,,,0,0,,,,,,,,,,,,,,,,,,,,
P01838,1,24083,,59.86,0,Y,9999,,A,140,140,KG,,,0,0,,,PVH JE C/A S/P 35 KG.,PVH,,,,,,,,,03-Jul-07,0,140,140,8380.4,8380.4,,,,,,,,IVA,,,,,,,,,,,,,,ALM-RF,,,0,0,,,,,,,,,,,,,,,,,,,,
P01839,1,591041,,30.62,0,Y,9999,,A,15,345,KG,,,0,0,,,DULCE DE PASTEL DE QUESO HPM002,DULCES,,,,,,,,,03-Jul-07,0,15,345,10563.9,10563.9,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-RF,,,0,0,,,,,,,,,,,,,,,,,,,,
P01840,1,591132,,29.82,0,Y,9999,,A,15,345,KG,,,0,0,,,DULCE DE FRESA HPM071,DULCES,,,,,,,,,03-Jul-07,0,15,345,10287.9,10287.9,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P01841,1,591067,,30.83,0,Y,9999,,A,15,345,KG,,,0,0,,,DULCE DE CHOCOLATE HPM022,DULCES,,,,,,,,,03-Jul-07,0,15,345,10636.35,10636.35,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-RF,,,0,0,,,,,,,,,,,,,,,,,,,,
P01842,1,23580,,22.68,0,Y,9999,,A,300,300,KG,,,0,0,,,PVH 448,PVH,,,,,,,,,09-Jul-07,0,300,300,6804,6804,,,,,,,,IVA,,,,,,,,,,,,,,ALM-RF,,,0,0,,,,,,,,,,,,,,,,,,,,
P01843,1,51677,51677,37.1,0,Y,9999,,A,455,455,KG,,,0,0,,,VEGETAROME 2900 S/P 35 KG.,PROTEINAS,,,,,,,,,09-Jul-07,0,455,455,16880.5,16880.5,,,,,,,,IVA,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P01842,2,23580,,22.68,0,Y,9999,,A,100,100,KG,,,0,0,,,PVH 448,PVH,,,,,,,,,09-Jul-07,0,100,100,2268,2268,,,,,,,,IVA,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P01844,1,603229,,12.12,0,Y,9999,,A,1000,1000,KG,,,0,0,,,STABILAC 20 PORRON C/25KG.603229/591819,SABORES,,,,,,,,,09-Jul-07,0,1000,1000,12120,12120,,,,,,,,IVA,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P01845,1,23844,,24.9,0,Y,9999,,A,600,600,KG,,,0,0,,,PVH 2000 S/A S/P 30 KG.,PVH,,,,,,,,,09-Jul-07,0,600,600,14940,14940,,,,,,,,IVA,,,,,,,,,,,,,,ALM-RF,,,0,0,,,,,,,,,,,,,,,,,,,,
P01846,1,23844,,30.93,0,Y,9999,,A,60,60,KG,,,0,0,,,PVH 2000 S/A S/P 30 KG.,PVH,,,,,,,,,09-Jul-07,0,60,60,1855.8,1855.8,,,,,,,,IVA,,,,,,,,,,,,,,ALM-RF,,,0,0,,,,,,,,,,,,,,,,,,,,
P01847,1,591041,,50.8,0,Y,9999,,A,2,46,KG,,,0,0,,,DULCE DE PASTEL DE QUESO HPM002,DULCES,,,,,,,,,09-Jul-07,0,2,46,2336.8,2336.8,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P01848,1,518638167,,24.5,0,Y,9999,,A,100,100,KG,,,0,0,,,MAPLE SABORIZANTE 604747,SANITIZANTE,,,,,,,,,10-Jul-07,0,100,100,2450,2450,,,,,,,,IVA,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P01849,1,23844,,34.68,0,Y,9999,,A,30,30,KG,,,0,0,,,PVH 2000 S/A S/P 30 KG.,PVH,,,,,,,,,10-Jul-07,0,30,30,1040.4,1040.4,,,,,,,,IVA,,,,,,,,,,,,,,ALM-RF,,,0,0,,,,,,,,,,,,,,,,,,,,
P01850,1,591140,,3.11,0,Y,9999,,A,20,460,KG,,,0,0,,,DULCE DE FRAMBUESA  HPMO78,DULCES,,,,,,,,,10-Jul-07,0,20,460,1430.6,1430.6,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-RF,,,0,0,,,,,,,,,,,,,,,,,,,,
P01851,1,591132,,29.82,0,Y,9999,,A,15,345,KG,,,0,0,,,DULCE DE FRESA HPM071,DULCES,,,,,,,,,10-Jul-07,0,15,345,10287.9,10287.9,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P01852,1,591067,,30.83,0,Y,9999,,A,10,230,KG,,,0,0,,,DULCE DE CHOCOLATE HPM022,DULCES,,,,,,,,,10-Jul-07,0,10,230,7090.9,7090.9,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P01853,1,591067,,30.83,0,Y,9999,,A,3,69,KG,,,0,0,,,DULCE DE CHOCOLATE HPM022,DULCES,,,,,,,,,10-Jul-07,0,3,69,2127.27,2127.27,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P01854,1,591041,,30.62,0,Y,9999,,A,10,230,KG,,,0,0,,,DULCE DE PASTEL DE QUESO HPM002,DULCES,,,,,,,,,10-Jul-07,0,10,230,7042.6,7042.6,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-RF,,,0,0,,,,,,,,,,,,,,,,,,,,
P01853,2,591067,,30.83,0,Y,9999,,A,7,161,KG,,,0,0,,,DULCE DE CHOCOLATE HPM022,DULCES,,,,,,,,,10-Jul-07,0,7,161,4963.63,4963.63,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-RF,,,0,0,,,,,,,,,,,,,,,,,,,,
P01855,1,23580,,28.45,0,Y,9999,,A,80,80,KG,,,0,0,,,PVH 448,PVH,,,,,,,,,12-Jul-07,0,80,80,2276,2276,,,,,,,,IVA,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P01855,2,24026,,34.74,0,Y,9999,,A,120,120,KG,,,0,0,,,PVH M S/A S/P 30 KG,PVH,,,,,,,,,12-Jul-07,0,120,120,4168.8,4168.8,,,,,,,,IVA,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P01856,1,51677,51677,37.1,0,Y,9999,,A,770,770,KG,,,0,0,,,VEGETAROME 2900 S/P 35 KG.,PROTEINAS,,,,,,,,,12-Jul-07,0,770,770,28567,28567,,,,,,,,IVA,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P01857,1,23844,,34.68,0,Y,9999,,A,60,60,KG,,,0,0,,,PVH 2000 S/A S/P 30 KG.,PVH,,,,,,,,,13-Jul-07,0,60,60,2080.8,2080.8,,,,,,,,IVA,,,,,,,,,,,,,,ALM-RF,,,0,0,,,,,,,,,,,,,,,,,,,,
P01858,1,591067,,30.83,0,Y,9999,,A,10,230,KG,,,0,0,,,DULCE DE CHOCOLATE HPM022,DULCES,,,,,,,,,16-Jul-07,0,10,230,7090.9,7090.9,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-RF,,,0,0,,,,,,,,,,,,,,,,,,,,
P01859,1,591041,,30.62,0,Y,9999,,A,10,230,KG,,,0,0,,,DULCE DE PASTEL DE QUESO HPM002,DULCES,,,,,,,,,16-Jul-07,0,10,230,7042.6,7042.6,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-RF,,,0,0,,,,,,,,,,,,,,,,,,,,
P01860,1,591132,,29.82,0,Y,9999,,A,15,345,KG,,,0,0,,,DULCE DE FRESA HPM071,DULCES,,,,,,,,,16-Jul-07,0,15,345,10287.9,10287.9,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P01861,1,591140,,3.11,0,Y,9999,,A,15,345,KG,,,0,0,,,DULCE DE FRAMBUESA  HPMO78,DULCES,,,,,,,,,16-Jul-07,0,15,345,1072.95,1072.95,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-RF,,,0,0,,,,,,,,,,,,,,,,,,,,
P01862,1,54172267,,294.753914,0,Y,9999,,A,50,50,KG,,,0,0,,,MANZANA VERDE SABOR LIQ. 601596,SABORES,,,,,,,,,17-Jul-07,0,50,50,14737.7,14737.7,,,,,,,,IVA,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P01863,1,24026,,34.25,0,Y,9999,,A,3510,3510,KG,,,0,0,,,PVH M S/A,PVH,,,,,,,,,31-Jul-07,0,3510,3510,120217.5,120217.5,,,,,,,,IVA,,,,,,,,,,,,,,ALM-RF,,,0,0,,,,,,,,,,,,,,,,,,,,
P01864,1,24026,,31.39,0,Y,9999,,A,150,150,KG,,,0,0,,,PVH M S/A S/P 30 KG,PVH,,,,,,,,,18-Jul-07,0,150,150,4708.5,4708.5,,,,,,,,IVA,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P01864,2,24026,,31.39,0,Y,9999,,A,30,30,KG,,,0,0,,,PVH M S/A S/P 30 KG,PVH,,,,,,,,,18-Jul-07,0,30,30,941.7,941.7,,,,,,,,IVA,,,,,,,,,,,,,,ALM-RF,,,0,0,,,,,,,,,,,,,,,,,,,,
P01865,1,517901,,2.94,0,Y,9999,,A,700,700,KG,,,0,0,,,HOT LEMON SEASAROME SAZ 604157,SAZONADOR,,,,,,,,,19-Jul-07,0,700,700,2058,2058,,,,,,,,IVA,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P01866,1,517750,,282.72915,0,Y,9999,,A,25,25,KG,,,0,0,,,SANDIA SABOR LIQ. 600187 PORRON 25KG.,SABORES,,,,,,,,,20-Jul-07,0,25,25,7068.23,7068.23,,,,,,,,IVA,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P01867,1,591041,,30.62,0,Y,9999,,A,10,230,KG,,,0,0,,,DULCE DE PASTEL DE QUESO HPM002,DULCES,,,,,,,,,23-Jul-07,0,10,230,7042.6,7042.6,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-RF,,,0,0,,,,,,,,,,,,,,,,,,,,
P01868,1,591132,,29.82,0,Y,9999,,A,15,345,KG,,,0,0,,,DULCE DE FRESA HPM071,DULCES,,,,,,,,,23-Jul-07,0,15,345,10287.9,10287.9,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P01869,1,591140,,3.11,0,Y,9999,,A,15,345,KG,,,0,0,,,DULCE DE FRAMBUESA  HPMO78,DULCES,,,,,,,,,23-Jul-07,0,15,345,1072.95,1072.95,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-RF,,,0,0,,,,,,,,,,,,,,,,,,,,
P01870,1,591067,,30.83,0,Y,9999,,A,10,230,KG,,,0,0,,,DULCE DE CHOCOLATE HPM022,DULCES,,,,,,,,,23-Jul-07,0,10,230,7090.9,7090.9,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-RF,,,0,0,,,,,,,,,,,,,,,,,,,,
P01871,1,JARM01,,14.239,0,Y,9999,,A,32,32,KG,,,0,0,,,LIMON L SABOR,SABORES,,,,,,,,,26-Jul-07,0,32,32,455.65,455.65,,,,,,,,IVA,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P01872,1,24026,,34.74,0,Y,9999,,A,120,120,KG,,,0,0,,,PVH M S/A S/P 30 KG,PVH,,,,,,,,,13-Aug-07,0,120,120,4168.8,4168.8,,,,,,,,IVA,,,,,,,,,,,,,,ALM-RF,,,0,0,,,,,,,,,,,,,,,,,,,,
P01872,2,23580,,28.45,0,Y,9999,,A,80,80,KG,,,0,0,,,PVH 448,PVH,,,,,,,,,13-Aug-07,0,100,100,2845,2276,,,,,,,,IVA,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P01872,3,24083,,63.63,0,Y,9999,,A,70,70,KG,,,0,0,,,PVH JE C/A S/P 35 KG.,PVH,,,,,,,,,26-Jul-07,0,70,70,4454.1,4454.1,,,,,,,,IVA,,,,,,,,,,,,,,ALM-RF,,,0,0,,,,,,,,,,,,,,,,,,,,
P01873,1,24746,,97.1,0,Y,9999,,A,450,450,KG,,,0,0,,,YESTAL 250 S/A S/P 30 KG.,LEVADURAS,,,,,,,,,27-Jul-07,0,450,450,43695,43695,,,,,,,,IVA,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P01873,2,24746,24746,97.1,0,Y,9999,,A,60,60,KG,,,0,0,,,YESTAL 250 S/A S/P 30 KG.,LEVADURAS,,,,,,,,,27-Jul-07,0,60,60,5826,5826,,,,,,,,IVA,,,,,,,,,,,,,,ALM-RF,,,0,0,,,,,,,,,,,,,,,,,,,,
P01874,1,51677,51677,37.1,0,Y,9999,,A,3150,3150,KG,,,0,0,,,VEGETAROME 2900 S/P 35 KG.,PROTEINAS,,,,,,,,,30-Jul-07,0,3150,3150,116865,116865,,,,,,,,IVA,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P01875,1,591041,,30.62,0,Y,9999,,A,10,230,KG,,,0,0,,,DULCE DE PASTEL DE QUESO HPM002,DULCES,,,,,,,,,30-Jul-07,0,10,230,7042.6,7042.6,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-RF,,,0,0,,,,,,,,,,,,,,,,,,,,
P01876,1,591132,,29.82,0,Y,9999,,A,15,345,KG,,,0,0,,,DULCE DE FRESA HPM071,DULCES,,,,,,,,,30-Jul-07,0,15,345,10287.9,10287.9,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P01877,1,591140,,3.11,0,Y,9999,,A,15,345,KG,,,0,0,,,DULCE DE FRAMBUESA  HPMO78,DULCES,,,,,,,,,30-Jul-07,0,15,345,1072.95,1072.95,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-RF,,,0,0,,,,,,,,,,,,,,,,,,,,
P01878,1,591158,220267,3.2,0,Y,9999,,A,29,667,KG,,,0,0,,,DULCE DE MORA AZUL HPM079,DULCES,,,,,,,,,30-Jul-07,0,29,667,2134.4,2134.4,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-RF,,,0,0,,,,,,,,,,,,,,,,,,,,
P01879,1,25866,,10.8,0,Y,9999,,A,317.52,317.52,KG,,,0,0,,,HARINA SOYA DESG. S/P 22.68 KG,HARINA,,,,,,,,,30-Jul-07,0,317.52,317.52,3429.22,3429.22,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P01880,1,52213667,,19.5,0,Y,9999,,A,25,25,KG,,,0,0,,,SABOR NUEZ 2711 PORRON 25KG.,SABORES,,,,,,,,,31-Jul-07,0,25,25,487.5,487.5,,,,,,,,IVA,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P01865,2,517901,,2.94,0,Y,9999,,A,700,700,KG,,,0,0,,,HOT LEMON SEASAROME SAZ 604157,SAZONADOR,,,,,,,,,31-Jul-07,0,700,700,2058,2058,,,,,,,,IVA,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P01874,2,51677,51677,37.1,0,Y,9999,,A,7000,7000,KG,,,0,0,,,VEGETAROME 2900 S/P 35 KG.,PROTEINAS,,,,,,,,,27-Aug-07,0,6580,6580,244118,259700,,,,,,,,IVA,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P01881,1,25866,,10.8,0,Y,9999,,A,317.52,317.52,KG,,,0,0,,,HARINA SOYA DESG. S/P 22.68 KG,HARINA,,,,,,,,,06-Aug-07,0,317.52,317.52,3429.22,3429.22,,,,,,,,IVA0,,,,,,,,,,,,,,SENSIENT,,,0,0,,,,,,,,,,,,,,,,,,,,
P01881,2,25866,,10.8,0,Y,9999,,A,680.4,680.4,KG,,,0,0,,,HARINA SOYA DESG. S/P 22.68 KG,HARINA,,,,,,,,,06-Aug-07,0,680.4,680.4,7348.32,7348.32,,,,,,,,IVA0,,,,,,,,,,,,,,SENSIENT,,,0,0,,,,,,,,,,,,,,,,,,,,
P01882,1,517297,517297,37.02,0,Y,9999,,A,50,50,KG,,,0,0,,,TOCINO SABORIZANTE 602618 PORRON 25.00KG,SABORES,,,,,,,,,06-Aug-07,0,50,50,1851,1851,,,,,,,,IVA,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P01881,3,25866,,10.8,0,Y,9999,,A,204.12,204.12,KG,,,0,0,,,HARINA SOYA DESG. S/P 22.68 KG,HARINA,,,,,,,,,06-Aug-07,0,204.12,204.12,2204.5,2204.5,,,,,,,,IVA0,,,,,,,,,,,,,,SENSIENT,,,0,0,,,,,,,,,,,,,,,,,,,,
P01883,1,591041,,30.62,0,Y,9999,,A,10,230,KG,,,0,0,,,DULCE DE PASTEL DE QUESO HPM002,DULCES,,,,,,,,,07-Aug-07,0,10,230,7042.6,7042.6,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-RF,,,0,0,,,,,,,,,,,,,,,,,,,,
P01884,1,591132,,29.82,0,Y,9999,,A,15,345,KG,,,0,0,,,DULCE DE FRESA HPM071,DULCES,,,,,,,,,07-Aug-07,0,15,345,10287.9,10287.9,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P01885,1,591140,,3.11,0,Y,9999,,A,15,345,KG,,,0,0,,,DULCE DE FRAMBUESA  HPMO78,DULCES,,,,,,,,,07-Aug-07,0,15,345,1072.95,1072.95,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-RF,,,0,0,,,,,,,,,,,,,,,,,,,,
P01886,1,591067,,30.83,0,Y,9999,,A,10,230,KG,,,0,0,,,DULCE DE CHOCOLATE HPM022,DULCES,,,,,,,,,07-Aug-07,0,10,230,7090.9,7090.9,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-RF,,,0,0,,,,,,,,,,,,,,,,,,,,
