INVOICE_ID,CUSTOMER_ID,TYPE,INVOICE_DATE,TOTAL_AMOUNT,PAID_AMOUNT,DISCOUNT_GIVEN,LAST_PAID_DATE,ZERO_DATE,TERMS_NET_TYPE,TERMS_NET_DAYS,TERMS_NET_DATE,TERMS_DISC_TYPE,TERMS_DISC_DAYS,TERMS_DISC_DATE,TERMS_DISC_PERCENT,TERMS_DESCRIPTION,FREIGHT_TERMS,CREATE_DATE,USER_ID,STATUS,PREPAY_ORDER_ID,PREPAY_INVOICE_ID,SELL_RATE,BUY_RATE,POSTING_DATE,ENTITY_ID,RECV_GL_ACCT_ID,MARKED_FOR_PURGE,NEW_SELL_RATE,NEW_BUY_RATE,PRINTED_DATE,VAT_BOOK_CODE,VAT_REPORT_NO,VAT_FILENAME,RCR_INVOICE_ID,CURRENCY_ID,USER_EXCH_RATE,SALESREP_ID,COMM_PAID_AMOUNT
03022,TA0042,I,14-Nov-07,3668.5,3668.5,0,24-Dec-07,03-Jan-08,A,28,,A,0,,0,,B,14-Nov-07,SYSADM,A,,,1,1,14-Nov-07,GENIN,103-018-015,N,,,14-Nov-07,,,,,USD,N,,0
03026,CA0017,I,15-Nov-07,8509.08,8509.08,0,13-Dec-07,14-Dec-07,A,21,,A,0,,0,21 DIAS FECHA FACTURA,C,15-Nov-07,SYSADM,A,,,1,1,15-Nov-07,GENIN,103-009-001,N,,,15-Nov-07,,,,,MEX$,N,,0
03027,CA0017,I,15-Nov-07,8509.08,8509.08,0,13-Dec-07,14-Dec-07,A,21,,A,0,,0,21 DIAS FECHA FACTURA,C,15-Nov-07,SYSADM,A,,,1,1,15-Nov-07,GENIN,103-009-001,N,,,15-Nov-07,,,,,MEX$,N,,0
03028,CA0017,I,15-Nov-07,8509.08,8509.08,0,20-Dec-07,20-Dec-07,A,21,,A,0,,0,21 DIAS FECHA FACTURA,C,15-Nov-07,SYSADM,A,,,1,1,15-Nov-07,GENIN,103-009-001,N,,,15-Nov-07,,,,,MEX$,N,,0
03029,CA0017,I,15-Nov-07,445,445,0,20-Dec-07,20-Dec-07,A,21,,A,0,,0,21 DIAS FECHA FACTURA,C,15-Nov-07,SYSADM,A,,,1,1,15-Nov-07,GENIN,103-009-001,N,,,15-Nov-07,,,,,MEX$,N,,0
03030,TA0014,I,15-Nov-07,14489.97,14489.97,0,03-Jan-08,21-Jan-08,A,0,,A,0,,0,,B,15-Nov-07,SYSADM,A,,,1,1,15-Nov-07,GENIN,103-001-004,N,,,15-Nov-07,,,,,MEX$,N,,0
03031,CA0073,I,20-Nov-07,3719.1,3719.1,0,19-Dec-07,03-Jan-08,A,28,,A,28,,0,28 DÍAS FECHA FACTURA,B,20-Nov-07,SYSADM,A,,,1,1,20-Nov-07,GENIN,103-016-002,N,,,20-Nov-07,,,,,USD,N,,0
03032,CA0073,I,20-Nov-07,4664.4,4664.4,0,19-Dec-07,03-Jan-08,A,28,,A,28,,0,28 DÍAS FECHA FACTURA,B,20-Nov-07,SYSADM,A,,,1,1,20-Nov-07,GENIN,103-016-002,N,,,20-Nov-07,,,,,MEX$,N,,0
03033,TA0017,I,20-Nov-07,1250,1250,0,11-Dec-07,03-Jan-08,A,15,,A,0,,0,CREDITO: 15 DIAS FECHA FACTURA,B,20-Nov-07,SYSADM,A,,,1,1,20-Nov-07,GENIN,103-018-007,N,,,26-Nov-07,,,,,MEX$,N,,0
03034,CA0033,I,21-Nov-07,5122.22,5122.22,0,30-Jan-08,14-Feb-08,A,30,,A,0,,0,Crédito 30 días Fecha Factura,B,21-Nov-07,SYSADM,A,,,1,1,21-Nov-07,GENIN,103-010-002,N,,,21-Nov-07,,,,,MEX$,N,,0
03035,CA0017,I,21-Nov-07,8509.08,8509.08,0,17-Jan-08,17-Jan-08,A,21,,A,0,,0,21 DIAS FECHA FACTURA,C,21-Nov-07,SYSADM,A,,,1,1,21-Nov-07,GENIN,103-009-001,N,,,21-Nov-07,,,,,MEX$,N,,0
03036,TA0043,I,23-Nov-07,2134.17,2134.17,0,23-Nov-07,07-Dec-07,A,,,A,,,,,B,23-Nov-07,SYSADM,A,,,1,1,23-Nov-07,GENIN,103-018-016,N,,,23-Nov-07,,,,,MEX$,N,,0
03037,DA0026,I,23-Nov-07,6707.95,6707.95,0,28-Nov-07,05-Dec-07,A,1,,A,0,,0,1 CONTADO,B,23-Nov-07,SYSADM,A,,,1,1,23-Nov-07,GENIN,0010301,N,,,23-Nov-07,,,,,MEX$,N,,0
03038,DA0025,I,26-Nov-07,5154.3,5154.3,0,27-Nov-07,05-Dec-07,A,,,A,,,,,B,26-Nov-07,SYSADM,A,,,1,1,26-Nov-07,GENIN,103-013-013,N,,,26-Nov-07,,,,,MEX$,N,,0
03039,DA0008,I,26-Nov-07,3651.48,3651.48,0,17-Dec-07,18-Dec-07,A,14,,A,0,,0,14 DIAS FECHA FACTURA,C,26-Nov-07,SYSADM,A,,,1,1,26-Nov-07,GENIN,0010301,N,,,26-Nov-07,,,,,MEX$,N,,0
03040,TA0017,I,27-Nov-07,1250,1250,0,11-Dec-07,03-Jan-08,A,15,,A,0,,0,CREDITO: 15 DIAS FECHA FACTURA,B,26-Nov-07,SYSADM,A,,,1,1,27-Nov-07,GENIN,103-018-007,N,,,26-Nov-07,,,,,MEX$,N,,0
03042,CA0017,I,27-Nov-07,963.24,963.24,0,03-Jan-08,04-Jan-08,A,21,,A,0,,0,21 DIAS FECHA FACTURA,C,27-Nov-07,SYSADM,A,,,1,1,27-Nov-07,GENIN,103-009-001,N,,,27-Nov-07,,,,,MEX$,N,,0
03043,CA0017,I,27-Nov-07,8509.08,8509.08,0,17-Jan-08,17-Jan-08,A,21,,A,0,,0,21 DIAS FECHA FACTURA,C,27-Nov-07,SYSADM,A,,,1,1,27-Nov-07,GENIN,103-009-001,N,,,06-Feb-08,,,,,MEX$,N,,0
03044,TA0008,I,27-Nov-07,1091.07,1091.07,0,27-Nov-07,07-Dec-07,A,0,,A,0,,0,CONTADO,C,27-Nov-07,SYSADM,A,,,1,1,27-Nov-07,GENIN,103-013-003,N,,,27-Nov-07,,,,,USD,N,,0
03045,TA0008,I,27-Nov-07,89,89,0,27-Nov-07,07-Dec-07,A,0,,A,0,,0,CONTADO,C,27-Nov-07,SYSADM,A,,,1,1,27-Nov-07,GENIN,103-013-003,N,,,27-Nov-07,,,,,MEX$,N,,0
03046,CA0017,I,27-Nov-07,7042.6,7042.6,0,03-Jan-08,04-Jan-08,A,21,,A,0,,0,21 DIAS FECHA FACTURA,C,27-Nov-07,SYSADM,A,,,1,1,27-Nov-07,GENIN,103-009-001,N,,,27-Nov-07,,,,,MEX$,N,,0
03047,CA0017,I,27-Nov-07,7042.6,7042.6,0,03-Jan-08,04-Jan-08,A,21,,A,0,,0,21 DIAS FECHA FACTURA,C,27-Nov-07,SYSADM,A,,,1,1,27-Nov-07,GENIN,103-009-001,N,,,27-Nov-07,,,,,MEX$,N,,0
03048,CA0017,I,27-Nov-07,7042.6,7042.6,0,17-Jan-08,17-Jan-08,A,21,,A,0,,0,21 DIAS FECHA FACTURA,C,27-Nov-07,SYSADM,A,,,1,1,27-Nov-07,GENIN,103-009-001,N,,,27-Nov-07,,,,,MEX$,N,,0
03049,CA0017,I,27-Nov-07,7042.6,7042.6,0,25-Jan-08,14-Feb-08,A,21,,A,0,,0,21 DIAS FECHA FACTURA,C,27-Nov-07,SYSADM,A,,,1,1,27-Nov-07,GENIN,103-009-001,N,,,27-Nov-07,,,,,MEX$,N,,0
03050,CA0033,I,28-Nov-07,5992.65,5992.65,0,30-Jan-08,14-Feb-08,A,30,,A,0,,0,Crédito 30 días Fecha Factura,B,28-Nov-07,SYSADM,A,,,1,1,28-Nov-07,GENIN,103-010-002,N,,,28-Nov-07,,,,,MEX$,N,,0
03051,CA0063,I,28-Nov-07,4919.83,4919.83,0,13-Dec-07,14-Dec-07,A,,,A,,,,,B,28-Nov-07,SYSADM,A,,,1,1,28-Nov-07,GENIN,103-018-011,N,,,28-Nov-07,,,,,MEX$,N,,0
03052,DA0026,I,28-Nov-07,9390.9,9390.9,0,30-Nov-07,07-Dec-07,A,1,,A,0,,0,1 CONTADO,B,28-Nov-07,SYSADM,A,,,1,1,28-Nov-07,GENIN,0010301,N,,,28-Nov-07,,,,,MEX$,N,,0
03053,TA0016,I,29-Nov-07,11076.91,11076.91,0,08-Jan-08,15-Jan-08,A,28,,A,0,,0,,B,29-Nov-07,SYSADM,A,,,1,1,29-Nov-07,GENIN,103-008-003,N,,,29-Nov-07,,,,,MEX$,N,,0
03054,TI0001,I,29-Nov-07,188152.65,188152.65,0,14-Jan-08,21-Jan-08,A,45,,A,0,,0,CREDITO 45 DIAS FECHA FACTURA,B,29-Nov-07,SYSADM,A,,,1,1,29-Nov-07,GENIN,103-008-006,N,,,29-Nov-07,,,,,MEX$,N,,0
03055,CA0033,I,30-Nov-07,3781.89,3781.89,0,30-Jan-08,14-Feb-08,A,30,,A,0,,0,Crédito 30 días Fecha Factura,B,30-Nov-07,SYSADM,A,,,1,1,30-Nov-07,GENIN,103-010-002,N,,,30-Nov-07,,,,,MEX$,N,,0
03056,TA0007,I,03-Dec-07,33499.5,33499.5,0,07-Jan-08,07-Jan-08,A,28,,A,0,,0,28 DIAS FECHA FACTURA,B,03-Dec-07,SYSADM,A,,,1,1,03-Dec-07,GENIN,103-009-002,N,,,29-Jan-08,,,,,MEX$,N,,0
03057,CA0033,I,03-Dec-07,3271.75,3271.75,0,30-Jan-08,14-Feb-08,A,30,,A,0,,0,Crédito 30 días Fecha Factura,B,03-Dec-07,SYSADM,A,,,1,1,03-Dec-07,GENIN,103-010-002,N,,,03-Dec-07,,,,,MEX$,N,,0
03058,TA0014,I,03-Dec-07,3335,3335,0,03-Jan-08,21-Jan-08,A,0,,A,0,,0,,B,03-Dec-07,SYSADM,A,,,1,1,03-Dec-07,GENIN,103-001-004,N,,,03-Dec-07,,,,,MEX$,N,,0
03061,TA0016,I,04-Dec-07,88572.87,88572.87,0,15-Jan-08,15-Jan-08,A,28,,A,0,,0,,B,04-Dec-07,SYSADM,A,,,1,1,04-Dec-07,GENIN,103-008-003,N,,,04-Dec-07,,,,,MEX$,N,,0
NC0083,CA0017,M,04-Dec-07,-8509.08,-8509.08,0,29-Jan-08,14-Feb-08,A,,,A,,,,,B,05-Dec-07,SYSADM,A,,,1,1,04-Dec-07,GENIN,103-009-001,N,,,,,,,,MEX$,N,,0
03064,GNRLES,I,30-Nov-07,3105.77,3105.77,0,30-Nov-07,15-Feb-08,A,0,,A,0,,0,CONTADO,B,04-Dec-07,SYSADM,A,,,1,1,30-Nov-07,GENIN,103-003-006,N,,,04-Dec-07,,,,,MEX$,N,,0
03065,CA0073,I,04-Dec-07,524,524,0,09-Jan-08,21-Jan-08,A,28,,A,28,,0,28 DÍAS FECHA FACTURA,B,04-Dec-07,SYSADM,A,,,1,1,04-Dec-07,GENIN,103-016-002,N,,,09-Jan-08,,,,,USD,N,,0
03066,TA0017,I,04-Dec-07,62583.19,62583.19,0,18-Dec-07,03-Jan-08,A,15,,A,0,,0,CREDITO: 15 DIAS FECHA FACTURA,B,04-Dec-07,SYSADM,A,,,1,1,04-Dec-07,GENIN,103-018-007,N,,,04-Dec-07,,,,,MEX$,N,,0
03067,TA0006,I,05-Dec-07,20248.17,20248.17,0,22-Jan-08,22-Jan-08,A,30,,A,0,,0,,B,05-Dec-07,SYSADM,A,,,1,1,05-Dec-07,GENIN,0010301,N,,,05-Dec-07,,,,,MEX$,N,,0
03068,TA0006,I,05-Dec-07,18410.24,18410.24,0,22-Jan-08,22-Jan-08,A,30,,A,0,,0,,B,05-Dec-07,SYSADM,A,,,1,1,05-Dec-07,GENIN,0010301,N,,,05-Dec-07,,,,,MEX$,N,,0
03069,TA0006,I,05-Dec-07,4508,4508,0,22-Jan-08,22-Jan-08,A,30,,A,0,,0,,B,05-Dec-07,SYSADM,A,,,1,1,05-Dec-07,GENIN,0010301,N,,,05-Dec-07,,,,,MEX$,N,,0
03070,CA0033,I,06-Dec-07,13675.97,13675.97,0,30-Jan-08,14-Feb-08,A,30,,A,0,,0,Crédito 30 días Fecha Factura,B,06-Dec-07,SYSADM,A,,,1,1,06-Dec-07,GENIN,103-010-002,N,,,06-Dec-07,,,,,MEX$,N,,0
03072,TA0006,I,06-Dec-07,17214.12,17214.12,0,30-Jan-08,14-Feb-08,A,30,,A,0,,0,,B,06-Dec-07,SYSADM,A,,,1,1,06-Dec-07,GENIN,0010301,N,,,06-Dec-07,,,,,MEX$,N,,0
03073,DA0025,I,06-Dec-07,8590.5,8590.5,0,07-Dec-07,07-Dec-07,A,,,A,,,,,B,06-Dec-07,SYSADM,A,,,1,1,06-Dec-07,GENIN,103-013-013,N,,,06-Dec-07,,,,,MEX$,N,,0
03074,CA0073,I,06-Dec-07,524,524,0,09-Jan-08,21-Jan-08,A,28,,A,28,,0,28 DÍAS FECHA FACTURA,B,06-Dec-07,SYSADM,A,,,1,1,06-Dec-07,GENIN,103-016-002,N,,,09-Jan-08,,,,,USD,N,,0
03075,TA0039,I,06-Dec-07,8139.1,8139.1,0,06-Feb-08,06-Feb-08,A,14,,A,0,,0,14 DIAS FECHA FACTURA,C,06-Dec-07,SYSADM,A,,,1,1,06-Dec-07,GENIN,103-013-011,N,,,06-Dec-07,,,,,MEX$,N,,0
03076,TA0007,I,10-Dec-07,138250.13,138250.13,0,22-Jan-08,05-Feb-08,A,28,,A,0,,0,28 DIAS FECHA FACTURA,B,10-Dec-07,SYSADM,A,,,1,1,10-Dec-07,GENIN,103-009-002,N,,,19-Feb-08,,,,,MEX$,N,,0
03077,TA0040,I,10-Dec-07,7228.1,7228.1,0,11-Feb-08,13-Feb-08,A,7,,A,0,,0,,B,10-Dec-07,SYSADM,A,,,1,1,10-Dec-07,GENIN,103-002-003,N,,,10-Dec-07,,,,,MEX$,N,,0
03078,TA0043,I,10-Dec-07,2134.17,2134.17,0,10-Dec-07,08-Jan-08,A,,,A,,,,,B,10-Dec-07,SYSADM,A,,,1,1,10-Dec-07,GENIN,103-018-016,N,,,10-Dec-07,,,,,MEX$,N,,0
03079,CA0088,I,11-Dec-07,1430.01,1430.01,0,11-Dec-07,11-Dec-07,A,1,,A,0,,0,,B,11-Dec-07,SYSADM,A,,,1,1,11-Dec-07,GENIN,0010301,N,,,11-Dec-07,,,,,MEX$,N,,0
03080,CA0033,I,11-Dec-07,2980.32,2980.32,0,30-Jan-08,14-Feb-08,A,30,,A,0,,0,Crédito 30 días Fecha Factura,B,11-Dec-07,SYSADM,A,,,1,1,11-Dec-07,GENIN,103-010-002,N,,,11-Dec-07,,,,,MEX$,N,,0
03081,TA0007,I,12-Dec-07,30149.55,30149.55,0,22-Jan-08,05-Feb-08,A,28,,A,0,,0,28 DIAS FECHA FACTURA,B,12-Dec-07,SYSADM,A,,,1,1,12-Dec-07,GENIN,103-009-002,N,,,09-Jan-08,,,,,MEX$,N,,0
03082,TA0006,I,13-Dec-07,2128.65,2128.65,0,06-Feb-08,06-Feb-08,A,30,,A,0,,0,,B,12-Dec-07,SYSADM,A,,,1,1,13-Dec-07,GENIN,0010301,N,,,12-Dec-07,,,,,USD,N,,0
03084,TA0016,I,13-Dec-07,3272.72,3272.72,0,22-Jan-08,30-Jan-08,A,28,,A,0,,0,,B,13-Dec-07,SYSADM,A,,,1,1,13-Dec-07,GENIN,103-008-003,N,,,13-Dec-07,,,,,MEX$,N,,0
03085,TA0016,I,13-Dec-07,3272.72,3272.72,0,22-Jan-08,30-Jan-08,A,28,,A,0,,0,,B,14-Dec-07,SYSADM,A,,,1,1,13-Dec-07,GENIN,103-008-003,N,,,14-Dec-07,,,,,MEX$,N,,0
03086,TA0002,I,12-Dec-07,5796,5796,0,19-Feb-08,21-Feb-08,A,0,,A,0,,0,CONTADO,B,14-Dec-07,SYSADM,A,,,1,1,12-Dec-07,GENIN,103-003-002,N,,,14-Dec-07,,,,,MEX$,N,,0
03087,TI0001,I,17-Dec-07,128421.65,128421.65,0,29-Jan-08,05-Feb-08,A,45,,A,0,,0,CREDITO 45 DIAS FECHA FACTURA,B,17-Dec-07,SYSADM,A,,,1,1,17-Dec-07,GENIN,103-008-006,N,,,17-Dec-07,,,,,MEX$,N,,0
03088,CA0006,I,17-Dec-07,13938,13938,0,04-Mar-08,24-Apr-08,A,14,,A,0,,0,14 DIAS FECHA FACTURA,C,17-Dec-07,SYSADM,A,,,1,1,17-Dec-07,GENIN,103-009-003,N,,,17-Dec-07,,,,,USD,N,,0
03089,CA0037,I,18-Dec-07,4217.63,4217.63,0,18-Dec-07,18-Dec-07,A,,,A,,,,,B,18-Dec-07,SYSADM,A,,,1,1,18-Dec-07,GENIN,103-011-004,N,,,18-Dec-07,,,,,MEX$,N,,0
03090,DA0025,I,18-Dec-07,1718.1,1718.1,0,18-Dec-07,18-Dec-07,A,,,A,,,,,B,18-Dec-07,SYSADM,A,,,1,1,18-Dec-07,GENIN,103-013-013,N,,,18-Dec-07,,,,,MEX$,N,,0
03091,CA0033,I,18-Dec-07,15585.15,15585.15,0,30-Jan-08,14-Feb-08,A,30,,A,0,,0,Crédito 30 días Fecha Factura,B,18-Dec-07,SYSADM,A,,,1,1,18-Dec-07,GENIN,103-010-002,N,,,18-Dec-07,,,,,MEX$,N,,0
03092,TA0001,I,18-Dec-07,3234.72,3234.72,0,05-Feb-08,05-Feb-08,A,45,,A,0,,0,45 DIAS FECHA FACTURA,B,18-Dec-07,SYSADM,A,,,1,1,18-Dec-07,GENIN,103-007-002,N,,,18-Dec-07,,,,,MEX$,N,,0
03093,TA0001,I,19-Dec-07,12808.53,12808.53,0,05-Feb-08,05-Feb-08,A,45,,A,0,,0,45 DIAS FECHA FACTURA,B,19-Dec-07,SYSADM,A,,,1,1,19-Dec-07,GENIN,103-007-002,N,,,19-Dec-07,,,,,MEX$,N,,0
03094,CA0073,I,20-Dec-07,4664.4,4664.4,0,23-Jan-08,05-Feb-08,A,28,,A,28,,0,28 DÍAS FECHA FACTURA,B,19-Dec-07,SYSADM,A,,,1,1,20-Dec-07,GENIN,103-016-002,N,,,09-Jan-08,,,,,MEX$,N,,0
03095,TA0001,I,20-Dec-07,4852.08,4852.08,0,08-Feb-08,13-Feb-08,A,45,,A,0,,0,45 DIAS FECHA FACTURA,B,20-Dec-07,SYSADM,A,,,1,1,20-Dec-07,GENIN,103-007-002,N,,,20-Dec-07,,,,,MEX$,N,,0
03097,CA0063,I,20-Dec-07,4919.83,4919.83,0,17-Jan-08,17-Jan-08,A,,,A,,,,,B,20-Dec-07,SYSADM,A,,,1,1,20-Dec-07,GENIN,103-018-011,N,,,20-Dec-07,,,,,MEX$,N,,0
03100,TA0016,I,31-Dec-07,49056.27,49056.27,0,07-Feb-08,13-Feb-08,A,28,,A,0,,0,,B,02-Jan-08,SYSADM,A,,,1,1,31-Dec-07,GENIN,103-008-003,N,,,02-Jan-08,,,,,MEX$,N,,0
03101,CA0086,I,03-Jan-08,4153.8,4153.8,0,03-Jan-08,04-Jan-08,A,1,,A,0,,0,,B,03-Jan-08,SYSADM,A,,,1,1,03-Jan-08,GENIN,103-013-012,N,,,03-Jan-08,,,,,MEX$,N,,0
03102,CA0017,I,03-Jan-08,8509.08,8509.08,0,29-Jan-08,14-Feb-08,A,21,,A,0,,0,21 DIAS FECHA FACTURA,C,03-Jan-08,SYSADM,A,,,1,1,03-Jan-08,GENIN,103-009-001,N,,,03-Jan-08,,,,,MEX$,N,,0
03103,CA0017,I,03-Jan-08,8509.08,8509.08,0,01-Feb-08,05-Feb-08,A,21,,A,0,,0,21 DIAS FECHA FACTURA,C,03-Jan-08,SYSADM,A,,,1,1,03-Jan-08,GENIN,103-009-001,N,,,03-Jan-08,,,,,MEX$,N,,0
03104,CA0017,I,03-Jan-08,8509.08,8509.08,0,08-Feb-08,14-Feb-08,A,21,,A,0,,0,21 DIAS FECHA FACTURA,C,03-Jan-08,SYSADM,A,,,1,1,03-Jan-08,GENIN,103-009-001,N,,,03-Jan-08,,,,,MEX$,N,,0
03105,CA0017,I,03-Jan-08,8509.08,8509.08,0,14-Feb-08,22-Feb-08,A,21,,A,0,,0,21 DIAS FECHA FACTURA,C,03-Jan-08,SYSADM,A,,,1,1,03-Jan-08,GENIN,103-009-001,N,,,03-Jan-08,,,,,MEX$,N,,0
03106,CA0017,I,03-Jan-08,8509.08,8509.08,0,14-Feb-08,22-Feb-08,A,21,,A,0,,0,21 DIAS FECHA FACTURA,C,03-Jan-08,SYSADM,A,,,1,1,03-Jan-08,GENIN,103-009-001,N,,,03-Jan-08,,,,,MEX$,N,,0
03107,CA0017,I,03-Jan-08,1175.52,1175.52,0,14-Feb-08,22-Feb-08,A,21,,A,0,,0,21 DIAS FECHA FACTURA,C,03-Jan-08,SYSADM,A,,,1,1,03-Jan-08,GENIN,103-009-001,N,,,03-Jan-08,,,,,MEX$,N,,0
03110,TA0042,I,04-Jan-08,5869.6,5869.6,0,20-Feb-08,21-Feb-08,A,28,,A,0,,0,,B,04-Jan-08,SYSADM,A,,,1,1,04-Jan-08,GENIN,103-018-015,N,,,04-Jan-08,,,,,USD,N,,0
03111,TA0006,I,07-Jan-08,18410.24,18410.24,0,13-Feb-08,14-Feb-08,A,30,,A,0,,0,,B,07-Jan-08,SYSADM,A,,,1,1,07-Jan-08,GENIN,0010301,N,,,07-Jan-08,,,,,MEX$,N,,0
03112,TA0001,I,07-Jan-08,4852.08,4852.08,0,28-Feb-08,27-Mar-08,A,45,,A,0,,0,45 DIAS FECHA FACTURA,B,07-Jan-08,SYSADM,A,,,1,1,07-Jan-08,GENIN,103-007-002,N,,,07-Jan-08,,,,,MEX$,N,,0
03113,TA0016,I,07-Jan-08,2517.48,2517.48,0,19-Feb-08,22-Feb-08,A,28,,A,0,,0,,B,07-Jan-08,SYSADM,A,,,1,1,07-Jan-08,GENIN,103-008-003,N,,,07-Jan-08,,,,,MEX$,N,,0
03114,TA0007,I,09-Jan-08,50249.25,50249.25,0,22-Feb-08,10-Mar-08,A,28,,A,0,,0,28 DIAS FECHA FACTURA,B,09-Jan-08,SYSADM,A,,,1,1,09-Jan-08,GENIN,103-009-002,N,,,09-Jan-08,,,,,MEX$,N,,0
03118,TA0042,I,10-Jan-08,1639.9,1639.9,0,20-Feb-08,21-Feb-08,A,28,,A,0,,0,,B,09-Jan-08,SYSADM,A,,,1,1,10-Jan-08,GENIN,103-018-015,N,,,09-Jan-08,,,,,USD,N,,0
03117,TA0039,I,09-Jan-08,749.51,749.51,0,15-Feb-08,29-Feb-08,A,14,,A,0,,0,14 DIAS FECHA FACTURA,C,09-Jan-08,SYSADM,A,,,1,1,09-Jan-08,GENIN,103-013-011,N,,,09-Jan-08,,,,,USD,N,,0
03119,CA0006,I,10-Jan-08,1849.2,1849.2,0,15-Feb-08,15-Feb-08,A,14,,A,0,,0,14 DIAS FECHA FACTURA,C,10-Jan-08,SYSADM,A,,,1,1,10-Jan-08,GENIN,103-009-003,N,,,10-Jan-08,,,,,USD,N,,0
03120,CA0017,I,11-Jan-08,8509.08,8509.08,0,28-Feb-08,03-Mar-08,A,21,,A,0,,0,21 DIAS FECHA FACTURA,C,11-Jan-08,SYSADM,A,,,1,1,11-Jan-08,GENIN,103-009-001,N,,,11-Jan-08,,,,,MEX$,N,,0
03122,DA0025,I,11-Jan-08,12026.7,12026.7,0,11-Jan-08,15-Jan-08,A,,,A,,,,,B,11-Jan-08,SYSADM,A,,,1,1,11-Jan-08,GENIN,103-013-013,N,,,11-Jan-08,,,,,MEX$,N,,0
03123,TA0016,I,11-Jan-08,13513.95,13513.95,0,12-Feb-08,14-Feb-08,A,28,,A,0,,0,,B,11-Jan-08,SYSADM,A,,,1,1,11-Jan-08,GENIN,103-008-003,N,,,11-Jan-08,,,,,MEX$,N,,0
03124,TA0016,I,11-Jan-08,33784.88,33784.88,0,12-Feb-08,14-Feb-08,A,28,,A,0,,0,,B,11-Jan-08,SYSADM,A,,,1,1,11-Jan-08,GENIN,103-008-003,N,,,11-Jan-08,,,,,MEX$,N,,0
03125,TA0017,I,14-Jan-08,46192.36,46192.36,0,30-Jan-08,30-Jan-08,A,15,,A,0,,0,CREDITO: 15 DIAS FECHA FACTURA,B,14-Jan-08,SYSADM,A,,,1,1,14-Jan-08,GENIN,103-018-007,N,,,14-Jan-08,,,,,MEX$,N,,0
03126,TA0016,I,14-Jan-08,1738.42,1738.42,0,26-Feb-08,27-Feb-08,A,28,,A,0,,0,,B,14-Jan-08,SYSADM,A,,,1,1,14-Jan-08,GENIN,103-008-003,N,,,14-Jan-08,,,,,MEX$,N,,0
03127,TA0043,I,14-Jan-08,3201.26,3201.26,0,15-Jan-08,15-Jan-08,A,,,A,,,,,B,14-Jan-08,SYSADM,A,,,1,1,14-Jan-08,GENIN,103-018-016,N,,,14-Jan-08,,,,,MEX$,N,,0
03128,TA0006,I,16-Jan-08,2128.65,2128.65,0,29-Feb-08,28-Feb-08,A,30,,A,0,,0,,B,15-Jan-08,SYSADM,A,,,1,1,16-Jan-08,GENIN,0010301,N,,,15-Jan-08,,,,,USD,N,,0
03129,CA0017,I,16-Jan-08,8509.08,8509.08,0,28-Feb-08,03-Mar-08,A,21,,A,0,,0,21 DIAS FECHA FACTURA,C,15-Jan-08,SYSADM,A,,,1,1,16-Jan-08,GENIN,103-009-001,N,,,15-Jan-08,,,,,MEX$,N,,0
03130,TI0001,I,16-Jan-08,194125.75,194125.75,0,04-Mar-08,10-Mar-08,A,45,,A,0,,0,CREDITO 45 DIAS FECHA FACTURA,B,16-Jan-08,SYSADM,A,,,1,1,16-Jan-08,GENIN,103-008-006,N,,,16-Jan-08,,,,,MEX$,N,,0
03131,DA0008,I,17-Jan-08,2392.92,2392.92,0,03-Mar-08,03-Mar-08,A,14,,A,0,,0,14 DIAS FECHA FACTURA,C,17-Jan-08,SYSADM,A,,,1,1,17-Jan-08,GENIN,0010301,N,,,17-Jan-08,,,,,MEX$,N,,0
03133,TA0007,I,18-Jan-08,3083.15,3083.15,0,22-Feb-08,10-Mar-08,A,28,,A,0,,0,28 DIAS FECHA FACTURA,B,18-Jan-08,SYSADM,A,,,1,1,18-Jan-08,GENIN,103-009-002,N,,,18-Jan-08,,,,,MEX$,N,,0
03134,CA0033,I,22-Jan-08,9774.54,9774.54,0,03-Mar-08,03-Mar-08,A,30,,A,0,,0,Crédito 30 días Fecha Factura,B,22-Jan-08,SYSADM,A,,,1,1,22-Jan-08,GENIN,103-010-002,N,,,22-Jan-08,,,,,MEX$,N,,0
03135,TA0016,I,22-Jan-08,1258.74,1258.74,0,04-Mar-08,14-Mar-08,A,28,,A,0,,0,,B,22-Jan-08,SYSADM,A,,,1,1,22-Jan-08,GENIN,103-008-003,N,,,22-Jan-08,,,,,MEX$,N,,0
03136,DA0028,I,24-Jan-08,2577.15,2577.15,0,25-Jan-08,14-Feb-08,A,,,A,,,,,B,24-Jan-08,SYSADM,A,,,1,1,24-Jan-08,GENIN,103-013-013,N,,,24-Jan-08,,,,,MEX$,N,,0
03140,CA0063,I,30-Jan-08,4919.83,4919.83,0,31-Mar-08,01-Apr-08,A,,,A,,,,,B,29-Jan-08,SYSADM,A,,,1,1,30-Jan-08,GENIN,103-018-011,N,,,29-Jan-08,,,,,MEX$,N,,0
03138,TA0045,I,28-Jan-08,2515.05,2515.05,0,25-Jan-08,14-Feb-08,A,1,,A,0,,0,,B,28-Jan-08,SYSADM,A,,,1,1,28-Jan-08,GENIN,0010301,N,,,28-Jan-08,,,,,MEX$,N,,0
